Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6738,Pirates of the Caribbean: The Legend of Jack Sparrow,3,2006,12,Ubisoft,0.12,0.09,0,0.03,0.25
6739,We Love Golf!,1,2007,1,Capcom,0.2,0.01,0.03,0.02,0.25
6740,WRC: World Rally Championship,3,2001,3,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
6741,"Ed, Edd n Eddy: The Mis-Edventures",19,2005,2,Midway Games,0.19,0.05,0,0.01,0.25
6742,Cars: Mater-National Championship,3,2007,3,THQ,0.12,0.09,0,0.03,0.25
6743,Dreamworks Madagascar Kartz,5,2009,3,Activision,0.14,0.09,0,0.02,0.25
6744,Harry Potter and the Order of the Phoenix,4,2007,10,Electronic Arts,0.18,0.04,0,0.03,0.25
6745,Anno 2205,21,2015,13,Ubisoft,0.02,0.22,0,0.01,0.25
6746,Dune 2000,12,1999,13,Electronic Arts,0.14,0.09,0,0.02,0.25
6747,Cradle of Rome,13,2008,6,Rising Star Games,0.06,0.16,0,0.03,0.25
6748,Monster Hunter G,1,2009,5,Capcom,0,0,0.25,0,0.25
6749,Fuel,4,2009,3,Codemasters,0.08,0.12,0,0.05,0.25
6750,Hasbro Family Game Night 3,4,2010,7,Electronic Arts,0.18,0.04,0,0.03,0.25
6751,Pro Evolution Soccer 2014,5,2013,10,Konami Digital Entertainment,0.06,0.16,0,0.03,0.25
6752,Project Overkill,12,1996,8,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
6753,Jumping Flash! 2,12,1996,2,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
6754,Nickelodeon Party Blast,19,2002,7,Atari,0.19,0.05,0,0.01,0.25
6755,SBK Superbike World Championship,4,2008,3,Black Bean Games,0.12,0.11,0,0.02,0.25
6756,Final Fantasy XI: Chains of Promathia,3,2004,5,Square Enix,0.12,0.09,0,0.03,0.25
6757,Choro Q2,12,1997,3,Takara,0,0,0.23,0.02,0.25
6758,Disney's A Christmas Carol,13,2009,12,Disney Interactive Studios,0.22,0.01,0,0.02,0.25
6759,Butt Ugly Martians: B.K.M. Battles,6,2002,10,Vivendi Games,0.18,0.07,0,0,0.25
6760,Major League Baseball 2K7,4,2007,1,Spike,0.23,0,0,0.02,0.25
6761,X-Men Legends II: Rise of Apocalypse,19,2005,5,Activision,0.19,0.05,0,0.01,0.25
6762,Sorry! / Aggravation / Scrabble Junior,6,2005,7,Zoo Digital Publishing,0.18,0.07,0,0,0.25
6763,Driver '76,16,2007,3,Ubisoft,0.03,0.14,0,0.08,0.25
6764,Turning Point: Fall of Liberty,4,2008,8,Codemasters,0.21,0.01,0,0.02,0.25
6765,NBA Courtside 2002,19,2002,1,Nintendo,0.19,0.05,0,0.01,0.25
6766,How to Train Your Dragon 2,9,2014,12,Little Orbit,0.04,0.19,0,0.02,0.25
6767,The Adventures of Tintin: The Game,5,2011,10,Ubisoft,0.07,0.14,0,0.03,0.25
6768,Classic 2 Series: Excitebike,6,2004,3,Nintendo,0.11,0.04,0.1,0.01,0.25
6769,Classic 2 Series: Xevious,6,2004,8,Nintendo,0.08,0.03,0.12,0.01,0.25
6770,Avatar: The Last Airbender - Into the Inferno,3,2008,12,THQ,0.12,0.09,0,0.03,0.25
6771,Disney's Pla2,13,2013,9,Disney Interactive Studios,0.13,0.1,0,0.02,0.25
6772,Dora the Explorer: Journey to the Purple Planet,3,2005,12,Global Star,0.12,0.09,0,0.03,0.24
6773,Tales of Hearts,13,2008,5,Namco Bandai Games,0,0,0.24,0,0.24
6774,Digimon World: Data Squad,3,2006,5,Namco Bandai Games,0.12,0.09,0,0.03,0.24
6775,Dynasty Warriors 7,5,2011,10,Tecmo Koei,0.16,0.07,0,0.02,0.24
6776,Catz,6,2005,9,Ubisoft,0.18,0.06,0,0,0.24
6777,Jikkyou Powerful Pro Yakyuu 2001,12,2001,1,Konami Digital Entertainment,0,0,0.23,0.02,0.24
6778,Transformers: War for Cybertron (DS Version),13,2010,8,Activision,0.22,0.01,0,0.02,0.24
6779,Mega Man X Collection,3,N/A,7,Unknown,0.12,0.09,0,0.03,0.24
6780,Trials Fusion,18,2014,3,Ubisoft,0.12,0.1,0,0.02,0.24
6781,LEGO Ninjago: Shadow of Ronin,23,2015,10,Warner Bros. Interactive Entertainment,0.03,0.16,0,0.05,0.24
6782,Avalon Code,13,2008,5,Rising Star Games,0.11,0,0.12,0.01,0.24
6783,That's So Raven: Psychic on the Scene,13,2006,12,Disney Interactive Studios,0.23,0,0,0.02,0.24
6784,Monster Jam: Path of Destruction,4,2010,3,Activision,0.21,0.02,0,0.02,0.24
6785,Tongari Boushi to Oshare na Mahou Tsukai,13,2011,10,Konami Digital Entertainment,0,0,0.24,0,0.24
6786,Panzer General,12,1995,13,Mindscape,0.14,0.09,0,0.02,0.24
6787,Broken Sword: Shadow of the Templars - The Director's Cut,1,2009,12,Ubisoft,0.12,0.1,0,0.02,0.24
6788,Gallop Racer (JP),12,1996,1,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
6789,Spawn the Eternal,12,1997,10,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
6790,MLB,16,2005,1,Sony Computer Entertainment,0.23,0,0,0.02,0.24
6791,Army Men: Sarge's Heroes 2,12,2000,8,3DO,0.14,0.09,0,0.02,0.24
6792,Command & Conquer 3: Kane's Wrath,5,2008,13,Electronic Arts,0.16,0.06,0,0.02,0.24
6793,Dreamcast Collection,5,2011,7,Sega,0.16,0.07,0,0.02,0.24
6794,Madden NFL 13,17,2012,1,Electronic Arts,0.22,0,0,0.02,0.24
6795,Corpse Party: Blood Drive,23,2014,12,Marvelous Interactive,0.11,0.03,0.06,0.05,0.24
6796,Homefront,21,2011,8,THQ,0.11,0.1,0,0.03,0.24
6797,Disney Stitch Jam,13,2009,7,Disney Interactive Studios,0.08,0,0.16,0,0.24
6798,Bakugan: Battle Brawlers,5,2009,10,Activision,0.2,0.02,0,0.02,0.24
6799,Britney's Dance Beat,3,2002,7,THQ,0.12,0.09,0,0.03,0.24
6800,Guitar Freaks,12,1999,9,Konami Digital Entertainment,0,0,0.23,0.02,0.24
6801,World Soccer Winning Eleven 7,3,2003,1,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
6802,Ace Combat: Assault Horizon Legacy,9,2011,9,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
6803,Cabela's Outdoor Adventures (2009),5,2009,1,Activision Value,0.23,0,0,0.02,0.24
6804,SRS: Street Racing Syndicate,20,2004,3,Namco Bandai Games,0.18,0.05,0,0.01,0.24
6805,Namco Tennis Smash Court,12,1995,1,Sony Computer Entertainment,0,0,0.23,0.02,0.24
6806,Vexx,3,2003,2,Acclaim Entertainment,0.12,0.09,0,0.03,0.24
6807,The Incredible Hulk,13,2008,10,Sega,0.22,0,0,0.02,0.24
6808,BioShock 2,21,N/A,8,Take-Two Interactive,0.02,0.19,0,0.04,0.24
6809,Marvel vs. Capcom Origins,3,2006,11,Capcom,0.11,0.08,0.02,0.03,0.24
6810,Pro Yaky? Spirits 2011,16,2011,1,Konami Digital Entertainment,0,0,0.24,0,0.24
6811,Imagine: Teacher Class Trip,13,2009,12,Ubisoft,0.1,0.12,0,0.02,0.24
6812,TimeSplitters: Future Perfect,3,2005,8,Electronic Arts,0.12,0.09,0,0.03,0.24
6813,Final Fantasy Fables: Chocobo Tales,13,2006,12,Ubisoft,0.11,0.01,0.12,0.01,0.24
6814,Harvest Moon: Magical Melody,19,2005,9,Ubisoft,0.19,0.05,0,0.01,0.24
6815,Genma Onimusha,20,2002,10,Capcom,0.14,0.04,0.05,0.01,0.24
6816,DK: King of Swing,6,2005,2,Nintendo,0.17,0.06,0,0,0.24
6817,K-1 Revenge,12,1997,11,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
6818,G-Police,12,1997,10,Psygnosis,0.13,0.09,0,0.02,0.24
6819,Pure Futbol,4,2010,1,Ubisoft,0.06,0.13,0,0.05,0.24
6820,Spider-Man: Shattered Dimensions,1,2010,10,Activision,0.13,0.09,0,0.02,0.24
6821,Corvette,20,2003,3,TDK Mediactive,0.18,0.05,0,0.01,0.24
6822,Atelier Meruru: Alchemist of Arland 3,4,2011,5,Nippon Ichi Software,0.05,0,0.18,0.01,0.24
6823,AC/DC LIVE: Rock Band Track Pack,4,2008,7,MTV Games,0.21,0.01,0,0.02,0.24
6824,Deca Sports 3,1,2010,1,Hudson Soft,0.15,0.07,0,0.02,0.24
6825,Harry Potter and the Goblet of Fire,13,2005,10,Electronic Arts,0.21,0.02,0,0.02,0.24
6826,Midway Arcade Treasures: Extended Play,16,2005,7,Midway Games,0.21,0.01,0,0.02,0.24
6827,F1 2015,18,2015,3,Codemasters,0.08,0.15,0,0.02,0.24
6828,Skylanders SWAP Force,9,2013,2,Activision,0.1,0.12,0,0.02,0.24
6829,Bass Pro Shops: The Hunt,1,2010,1,XS Games,0.23,0,0,0.02,0.24
6830,"What Did I Do to Deserve This, My Lord!? 2",16,2008,5,Nippon Ichi Software,0.05,0,0.18,0.01,0.24
6831,Boogie SuperStar,1,2008,7,Electronic Arts,0.2,0.02,0,0.02,0.24
6832,Burnout 2: Point of Impact,20,2003,3,Acclaim Entertainment,0.18,0.05,0,0.01,0.24
6833,Rock Band Track Pack Volume 1,1,2008,7,MTV Games,0.17,0.05,0,0.02,0.24
6834,Singularity,4,N/A,8,Unknown,0.17,0.04,0.01,0.03,0.24
6835,Super Monkey Ball Deluxe,3,2005,7,Sega,0.12,0.09,0,0.03,0.24
6836,Street Fighter X Tekken,23,2012,11,Capcom,0.14,0.05,0.01,0.04,0.24
6837,Kill.Switch,20,2003,8,Namco Bandai Games,0.18,0.05,0,0.01,0.24
6838,Ben 10 Ultimate Alien: Cosmic Destruction,16,2010,2,D3Publisher,0.1,0.09,0,0.05,0.24
6839,Metro 2033,21,2010,8,THQ,0,0.19,0,0.05,0.24
6840,Peter Jackson's King Kong: The Official Game of the Movie,19,2005,10,Ubisoft,0.19,0.05,0,0.01,0.24
6841,Stella Glow,9,2015,5,Atlus,0.16,0.01,0.05,0.02,0.24
6842,Dancing With The Stars,1,2007,7,Activision,0.22,0,0,0.02,0.24
6843,Summon Night 3,3,2003,5,Banpresto,0,0,0.24,0,0.24
6844,Pro Yaky? Spirits 2010,16,2010,1,Konami Digital Entertainment,0,0,0.24,0,0.24
6845,The Simpsons: Road Rage,19,2001,3,Electronic Arts,0.19,0.05,0,0.01,0.24
6846,Megamind: Mega Team Unite,1,2010,12,THQ,0.16,0.06,0,0.02,0.24
6847,PDC World Championship Darts 2008,1,2008,1,Oxygen Interactive,0.02,0.21,0,0.01,0.24
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,3,2006,7,Sega,0,0,0.24,0,0.24
6849,Azurik: Rise of Perathia,20,2001,10,Microsoft Game Studios,0.18,0.05,0,0.01,0.24
6850,Luminous Arc,13,2007,5,Rising Star Games,0.16,0,0.06,0.01,0.24
6851,All Grown Up!: Game Boy Advance Video Volume 1,6,2004,7,N/A,0.17,0.06,0,0,0.24
6852,The Lord of the Rings: Aragorn's Quest,1,2010,10,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.24
6853,Dragon Ball Z: Sagas,20,2005,11,Atari,0.18,0.05,0,0.01,0.24
6854,Paws & Claws: Pet Resort,13,2008,9,THQ,0.22,0,0,0.02,0.24
6855,Grand Slam Tennis 2,4,2012,1,Electronic Arts,0.09,0.11,0,0.04,0.24
6856,Sakura Wars: Atsuki Chishio Ni,3,2003,5,Sega,0,0,0.24,0,0.24
6857,Ms. Pac-Man: Maze Mad2s / Pac-Man World,6,2005,6,Namco Bandai Games,0.17,0.06,0,0,0.24
6858,NHRA Championship Drag Racing,3,2005,3,ValuSoft,0.12,0.09,0,0.03,0.24
6859,The Price is Right 2010 Edition,1,2009,7,Ubisoft,0.22,0,0,0.02,0.24
6860,Monster Jam,3,2007,3,Activision,0.12,0.09,0,0.03,0.24
6861,Valhalla Knights,16,2006,5,Rising Star Games,0.15,0,0.07,0.01,0.24
6862,Harvest Moon: Another Wonderful Life,19,2004,5,Marvelous Interactive,0.19,0.05,0,0.01,0.24
6863,NBA Live 10,16,2009,1,Electronic Arts,0.21,0,0.01,0.02,0.24
6864,The Godfather (US & Others sales),5,2006,10,Electronic Arts,0.2,0.02,0,0.02,0.24
6865,Jikkyou Powerful Pro Yakyuu 15,3,2008,1,Konami Digital Entertainment,0,0,0.24,0,0.24
6866,MX vs. ATV Reflex,16,2009,3,THQ,0.18,0.03,0,0.03,0.24
6867,Bakugan: Battle Brawlers,4,2009,10,Activision,0.19,0.03,0,0.02,0.24
6868,Front Line,15,1981,10,Taito,0.22,0.01,0,0,0.24
6869,Paperboy,11,1999,10,Midway Games,0.19,0.05,0,0,0.24
6870,South Park: Chef's Luv Shack,11,1999,7,Acclaim Entertainment,0.19,0.05,0,0,0.24
6871,Midway's Greatest Arcade Hits Volume 1,11,2000,7,Midway Games,0.19,0.05,0,0,0.24
6872,Road Rash 64,11,1999,3,THQ,0.19,0.05,0,0,0.24
6873,Ready 2 Rumble Boxing: Round 2,11,2000,11,Midway Games,0.19,0.05,0,0,0.24
6874,Army Men: Air Combat,11,2000,10,3DO,0.19,0.05,0,0,0.24
6875,Rock Band Track Pack Volume 2,1,2008,7,MTV Games,0.21,0.02,0,0.02,0.24
6876,NCAA College Basketball 2K3,3,2002,1,Sega,0.12,0.09,0,0.03,0.24
6877,Mobile Suit Gundam Battlefield Record U.C.0081,4,2009,10,Namco Bandai Games,0,0,0.24,0,0.24
6878,Harry Potter and the Deathly Hallows - Part 2,13,2011,10,Electronic Arts,0.12,0.1,0,0.02,0.24
6879,NCAA March Mad2s 2004,20,2003,1,Electronic Arts,0.18,0.05,0,0.01,0.24
6880,Lucky Luke,12,1998,2,Ocean,0.13,0.09,0,0.02,0.24
6881,Fantastic 4,19,2005,10,Activision,0.19,0.05,0,0.01,0.24
6882,Ashes Cricket 2009,1,2009,1,Codemasters,0,0.23,0,0.01,0.24
6883,Ghost Rider,16,2007,10,Take-Two Interactive,0.22,0,0,0.02,0.24
6884,Tony Hawk's American Sk8land,6,2005,1,Activision,0.17,0.06,0,0,0.24
6885,Juiced 2: Hot Import Nights,13,2007,3,THQ,0.22,0,0,0.02,0.24
6886,Are You Smarter than a 5th Grader? Game Time,13,2009,6,THQ,0.22,0,0,0.02,0.24
6887,Amazing Adventures: The Forgotten Ruins,13,2008,12,PopCap Games,0.13,0.08,0,0.02,0.24
6888,Densetsu no Stafi 3,6,2004,2,Nintendo,0,0,0.23,0.01,0.24
6889,Forsaken,12,1998,8,Acclaim Entertainment,0.13,0.09,0,0.02,0.24
6890,Ratchet & Clank: Going Commando (JP weekly sales),3,2003,10,Sony Computer Entertainment,0,0,0.24,0,0.24
6891,Pictionary: Ultimate Edition,4,2011,7,THQ,0.15,0.06,0,0.03,0.24
6892,LEGO The Hobbit,9,2014,10,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.02,0.24
6893,Samurai Warriors 4,10,2014,10,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
6894,The Hobbit,20,2003,2,Vivendi Games,0.18,0.05,0,0.01,0.24
6895,Dance Dance Revolution: Disney Channel Edition,3,2008,9,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
6896,DiRT Showdown,5,2012,3,Codemasters,0.08,0.14,0,0.02,0.24
6897,Divinity II: Ego Draconis,5,2009,5,DTP Entertainment,0.18,0.04,0,0.02,0.24
6898,Checkers,15,1980,7,Atari,0.22,0.01,0,0,0.24
6899,Front Mission: Gun Hazard,14,1996,5,SquareSoft,0,0,0.24,0,0.24
6900,X-Men: Destiny,5,2011,10,Activision,0.18,0.05,0,0.02,0.24
6901,Hello Kitty Seasons,1,2010,12,Namco Bandai Games,0.16,0.06,0,0.02,0.24
6902,Chibi-Robo! Zip Lash,9,2015,2,Nintendo,0.09,0.08,0.06,0.02,0.24
6903,4x4 EVO 2,20,2001,3,Gathering of Developers,0.18,0.05,0,0.01,0.24
6904,XS Airboat Racing,12,2002,3,XS Games,0.13,0.09,0,0.02,0.24
6905,Lunar: Silver Star Harmony,16,2009,5,GungHo,0.19,0,0.03,0.02,0.24
6906,Sherlock Holmes and the Mystery of Osborne House,13,2010,12,Focus Home Interactive,0.07,0.14,0,0.03,0.24
6907,Grand Theft Auto,6,2004,10,Take-Two Interactive,0.17,0.06,0,0,0.24
6908,Dora the Explorer: Super Star Adventures,6,2004,12,Game Factory,0.17,0.06,0,0,0.24
6909,Viva Pinata: Party Animals,5,2007,7,Microsoft Game Studios,0.19,0.03,0,0.02,0.24
6910,Scrabble (Others sales),13,2009,6,Ubisoft,0,0.24,0,0,0.24
6911,Asura's Wrath,5,2012,10,Capcom,0.15,0.06,0.01,0.02,0.24
6912,Lego Star Wars: The Force Awakens,18,2016,10,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24
6913,Dynasty Warriors 6 Empires,5,2009,10,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6914,My Street,3,2003,7,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
6915,Wild 9,12,1998,10,Interplay,0.13,0.09,0,0.02,0.24
6916,Shadow Hearts: Covenant,3,2004,5,Midway Games,0.12,0.09,0,0.03,0.24
6917,Tiger Woods PGA Tour 10,16,2009,1,Electronic Arts,0.12,0.07,0,0.05,0.24
6918,Shrek's Carnival Craze Party Games,13,2008,7,Activision,0.22,0,0,0.02,0.24
6919,Angry Birds,21,2011,6,Focus Home Interactive,0,0.18,0,0.05,0.24
6920,Risen 2: Dark Waters,4,2012,5,Deep Silver,0.04,0.14,0.01,0.05,0.24
6921,Danganronpa: Trigger Happy Havoc,16,N/A,7,Unknown,0,0,0.24,0,0.24
6922,Guitar Hero Live,5,2015,7,Activision,0.12,0.1,0,0.02,0.24
6923,Game & Wario,17,2013,7,Nintendo,0.06,0.06,0.11,0.01,0.24
6924,PGA Tour 96,12,1995,1,Electronic Arts,0.13,0.09,0,0.02,0.24
6925,Onechanbara Z2: Chaos,10,2014,10,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,5,2009,5,Bethesda Softworks,0.16,0.06,0,0.02,0.24
6927,Covert Ops: Nuclear Dawn,12,2000,10,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
6928,DanceDanceRevolution II,1,N/A,7,Konami Digital Entertainment,0.22,0,0,0.02,0.24
6929,Pictionary: Ultimate Edition,5,2011,7,THQ,0.16,0.05,0,0.02,0.24
6930,LEGO Harry Potter: Years 5-7,23,2012,10,Warner Bros. Interactive Entertainment,0.09,0.1,0,0.05,0.24
6931,TrackMania: Build to Race,1,2010,3,Focus Home Interactive,0.1,0.11,0,0.03,0.24
6932,Nintendo Presents: Crossword Collection,13,2009,6,Nintendo,0,0.21,0,0.02,0.24
6933,Galaga: Destination Earth,12,2000,8,Hasbro Interactive,0.13,0.09,0,0.02,0.24
6934,G.I. Joe: The Rise of Cobra,5,2009,10,Electronic Arts,0.17,0.05,0,0.02,0.24
6935,Ar tonelico Qoga: Knell of Ar Ciel,4,2010,5,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
6936,FIFA World Cup Germany 2006,20,2006,1,Electronic Arts,0.18,0.05,0,0.01,0.24
6937,Polly Pocket: Super Splash Island,6,2003,10,Knowledge Adventure,0.17,0.06,0,0,0.24
6938,God Eater 2,16,2013,5,Namco Bandai Games,0,0,0.24,0,0.24
6939,Tony Hawk's Downhill Jam,1,N/A,1,Activision,0.21,0,0,0.02,0.24
6940,Sesame Street: Elmo's Number Journey,12,1998,7,NewKidCo,0.13,0.09,0,0.02,0.24
6941,Rampage,15,1988,10,Activision,0.22,0.01,0,0,0.24
6942,Dark Cavern,15,1981,8,Mattel Interactive,0.22,0.01,0,0,0.24
6943,Jewels of the Tropical Lost Island,13,2010,6,Storm City Games,0.11,0.1,0,0.02,0.24
6944,Afro Samurai,5,2009,10,Atari,0.16,0.05,0,0.02,0.24
6945,The Bureau: XCOM Declassified,5,2013,8,Take-Two Interactive,0.1,0.12,0,0.02,0.24
6946,Sands of Destruction,13,2008,5,Sega,0.09,0,0.13,0.01,0.24
6947,NASCAR 2011: The Game,1,2011,3,Activision,0.22,0,0,0.01,0.24
6948,Silent Hill: Book of Memories,23,2012,10,Konami Digital Entertainment,0.13,0.06,0,0.04,0.24
6949,Lunar Knights,13,2006,5,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6950,The Walking Dead: Season Two,10,2014,12,Telltale Games,0.1,0.09,0.01,0.04,0.24
6951,Epic Mickey 2: The Power of Two,17,2012,10,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
6952,DC Universe Online,21,2011,5,Sony Online Entertainment,0.16,0.06,0,0.02,0.24
6953,NASCAR 08,3,2007,3,Electronic Arts,0.12,0.09,0,0.03,0.24
6954,Madagascar: Escape 2 Africa,4,2008,10,Activision,0.12,0.08,0,0.04,0.23
6955,New Carnival Games,13,2010,7,Take-Two Interactive,0.16,0.05,0,0.02,0.23
6956,Need For Speed: Undercover,13,2008,3,Electronic Arts,0.18,0.03,0,0.02,0.23
6957,LEGO Marvel's Avengers,17,2016,10,Warner Bros. Interactive Entertainment,0.12,0.09,0,0.02,0.23
6958,Naruto: Path of the Ninja 2,13,2006,5,Takara Tomy,0.22,0,0,0.02,0.23
6959,Wallace & Gromit in Project Zoo,3,2003,2,BAM! Entertainment,0.11,0.09,0,0.03,0.23
6960,Karaoke Revolution Volume 2,3,2004,7,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
6961,Wizards of Waverly Place: Spellbound,13,2010,7,Disney Interactive Studios,0.16,0.06,0,0.02,0.23
6962,Love Plus +,13,2010,9,Konami Digital Entertainment,0,0,0.23,0,0.23
6963,Etrian Mystery Dungeon,9,2015,5,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6964,Mobile Suit Gundam: Climax U.C.,3,2006,10,Namco Bandai Games,0,0,0.23,0,0.23
6965,Street Fighter EX2 Plus,12,1998,11,Virgin Interactive,0.13,0.09,0,0.02,0.23
6966,The Smurfs 2,13,2013,2,Ubisoft,0,0.21,0,0.02,0.23
6967,Big Family Games,1,2009,7,THQ,0,0.22,0,0.02,0.23
6968,Big Beach Sports 2,1,N/A,1,THQ,0.09,0.12,0,0.03,0.23
6969,Hot Wheels: Beat That!,13,2007,3,Activision,0.22,0,0,0.02,0.23
6970,Jet X20,3,N/A,3,Unknown,0.11,0.09,0,0.03,0.23
6971,Super Robot Taisen D,6,2003,13,Banpresto,0,0,0.23,0.01,0.23
6972,NASCAR Thunder 2004,20,2003,3,Electronic Arts,0.18,0.05,0,0.01,0.23
6973,Buffy the Vampire Slayer,20,2002,10,Electronic Arts,0.18,0.05,0,0.01,0.23
6974,LEGO Marvel's Avengers,23,2016,10,Warner Bros. Interactive Entertainment,0.07,0.11,0,0.05,0.23
6975,Star Wars: The Force Unleashed II,13,2010,10,LucasArts,0.18,0.04,0,0.02,0.23
6976,Harry Potter and the Goblet of Fire,20,2005,10,Electronic Arts,0.18,0.05,0,0.01,0.23
6977,Zumba Fit2s: World Party,18,2013,7,Majesco Entertainment,0.17,0.05,0,0.02,0.23
6978,Saint Seiya: Sanctuary Battle,4,2011,10,Namco Bandai Games,0,0.09,0.11,0.03,0.23
6979,Girls Mode 3: Kirakira Code,9,2015,10,Nintendo,0,0,0.23,0,0.23
6980,Meteos,13,2005,6,Nintendo,0.15,0.01,0.06,0.01,0.23
6981,Virtua Tennis 4,5,2011,1,Sega,0.11,0.1,0.01,0.02,0.23
6982,Kung Fu Panda 2,13,2011,10,THQ,0.16,0.05,0,0.02,0.23
6983,Cross Edge,4,2008,5,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6984,Hotel for Dogs,13,2008,9,505 Games,0.22,0,0,0.02,0.23
6985,Cabela's Big Game Hunter 2012,4,2011,1,Activision,0.17,0.03,0,0.03,0.23
6986,Pro Yakyuu Team o Tsukurou!,28,1999,1,Sega,0,0,0.23,0,0.23
6987,Me & My Katamari,16,2005,6,Namco Bandai Games,0.13,0.02,0.08,0,0.23
6988,Asphalt: Injection,23,2011,10,Ubisoft,0.14,0.06,0,0.04,0.23
6989,Total War: Attila,21,2015,13,Sega,0.09,0.13,0,0.02,0.23
6990,SSX On Tour,16,2005,1,Electronic Arts,0.19,0.02,0,0.02,0.23
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,5,2010,1,Sega,0.08,0.13,0,0.03,0.23
6992,World Series Baseball,20,2002,1,Sega,0.17,0.05,0,0.01,0.23
6993,SingStar Pop Edition,4,2009,7,Sony Computer Entertainment,0,0.19,0,0.05,0.23
6994,Test Drive: Eve of Destruction,3,2004,3,Atari,0.11,0.09,0,0.03,0.23
6995,Starsky & Hutch,20,2003,3,Empire Interactive,0.17,0.05,0,0.01,0.23
6996,Dynasty Warriors: Gundam Reborn,4,2013,10,Tecmo Koei,0,0,0.23,0,0.23
6997,Hatsune Miku: Project Diva f,23,2012,7,Sega,0,0,0.23,0,0.23
6998,The Club,4,2008,8,Sega,0.14,0.07,0,0.03,0.23
6999,Carnival Island,4,2011,7,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
7000,Jeremy McGrath Supercross World,3,2001,3,Acclaim Entertainment,0.11,0.09,0,0.03,0.23
7001,M&M's Kart Racing,1,2007,3,Zoo Digital Publishing,0.22,0,0,0.02,0.23
7002,Rock Band Track Pack: Classic Rock,1,2009,7,MTV Games,0.22,0,0,0.02,0.23
7003,The Scorpion King: Rise of the Akkadian,3,2002,10,Universal Interactive,0.11,0.09,0,0.03,0.23
7004,Let's Make a Soccer Team!,3,2006,1,Sega,0,0,0.23,0,0.23
7005,Looney Tu2: Acme Arsenal,1,2007,10,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23
7006,Monster Hunter G,3,2005,5,Capcom,0,0,0.23,0,0.23
7007,All-Star Baseball 2001,11,2000,1,Acclaim Entertainment,0.22,0.01,0,0,0.23
7008,Pinball Hall of Fame: The Gottlieb Collection,16,2005,7,Play It,0.2,0.01,0,0.02,0.23
7009,Sword Art Online: Lost Song,10,2015,5,Namco Bandai Games,0.09,0.1,0,0.04,0.23
7010,Star Wars Jedi Knight II: Jedi Outcast,19,2002,8,Activision,0.18,0.05,0,0.01,0.23
7011,Tom Clancy's Splinter Cell,19,2003,10,Ubisoft,0.18,0.05,0,0.01,0.23
7012,Pitfall: The Big Adventure,1,2008,12,Activision,0.2,0.02,0,0.02,0.23
7013,Rock Band Country Track Pack,5,2009,7,MTV Games,0.22,0,0,0.02,0.23
7014,Worms: Battle Islands,1,2010,13,THQ,0.11,0.1,0,0.02,0.23
7015,ESPN NHL Hockey,3,2003,1,Sega,0.11,0.09,0,0.03,0.23
7016,Harvest Moon GB,7,1997,9,Victor Interactive,0,0,0.23,0,0.23
7017,Imagine: Detective,13,2009,9,Ubisoft,0.16,0.01,0,0.06,0.23
7018,The Incredible Hulk: Ultimate Destruction,20,2005,10,Vivendi Games,0.17,0.05,0,0.01,0.23
7019,Hannah Montana: The Movie,4,2009,12,Disney Interactive Studios,0.14,0.06,0,0.03,0.23
7020,NCAA GameBreaker 2003,3,2002,1,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7021,Skylanders: SuperChargers,18,2015,10,Activision,0.16,0.05,0,0.02,0.23
7022,Gundam Battle Assault,12,1998,11,Namco Bandai Games,0.13,0.09,0,0.02,0.23
7023,Virtua Fighter Kids,31,1995,11,Sega,0,0,0.23,0,0.23
